Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
915;026;Sophora;sp.; -;Schnurbaum;20;10;175;L;71246;349327;14.2924291892478;48.2782120013111
1426;999FL;Tilia;sp.;-;Linde;15;0;0;L;69084;352175;14.2637645020268;48.3040629044697
898;003FL;Acer;sp.; -;Ahorn;20;0;0;L;71371;349152;14.2940851736035;48.2766292437860
1418;999FL;Fagus;sp.; -;Buche;25;0;0;L;69208;352012;14.2654065842308;48.3025834278854
7133;098;Fraxinus;excelsior; -;Gemeine Esche;19;7;281;L;70335;354577;14.2810309199605;48.3255196542726
7134;126;Prunus;padus; -;Trauben-Kirsche;13;8;163;L;70274;354625;14.2802188456059;48.3259638882918
7134;152;Fraxinus;excelsior; -;Gemeine Esche;21;7;261;L;70225;354622;14.2795530418835;48.3259416312492
1296;999FL;Acer;campestre; -;Feld-Ahorn;15;0;0;L;75418;346184;14.3480709960895;48.2494688809939
1297;999FL;Betula;pendula; -;Weiß-Birke;10;0;0;L;75312;346215;14.3466456542855;48.2497625562051
1298;999FL;Betula;pendula; -;Weiß-Birke;11;0;0;L;75262;346201;14.3459735867616;48.2496430887046
1301;999FL;Salix;sp.; -;Weide;9;0;0;L;75200;346249;14.3451533920715;48.2500770687302
1301;998FL;Populus;sp.; -;Pappel;15;0;0;L;75112;346234;14.3439663582703;48.2499545265830
1300;999FL;Carpinus;betulus; -;Hainbuche;12;0;0;L;75146;346224;14.3444190275448;48.2498621564049
1300;008n;Juglans;regia; -;Walnuss;8;6;70;L;75172;346227;14.3447663029382;48.2498869451754
1300;007n;Juglans;regia; -;Walnuss;13;7;70;L;75164;346226;14.3446584199739;48.2498788982318
652;1010;Acer;pseudoplatanus; -;Berg-Ahorn;20;10;149;L;73859;353948;14.3284337077984;48.3194703961371
557;004;Fraxinus;excelsior; -;Gemeine Esche;16;8;136;L;71224;353730;14.2928709749703;48.3178049281490
1331;039;Populus;nigra;Italica;Säulen-Pappel;16;5;110;L;73107;349825;14.3175800319955;48.2824793838628
1331;040;Populus;nigra;Italica;Säulen-Pappel;16;4;90;L;73112;349825;14.3176470116211;48.2824809480721
633;008;Acer;pseudoplatanus; -;Berg-Ahorn;10;9;109;L;71464;355776;14.2964499165074;48.3361770957350
174;007;Tilia;cordata; -;Winter-Linde;8;4;49;L;71411;349050;14.2945997423290;48.2757024574013
174;008;Tilia;cordata; -;Winter-Linde;7;4;47;L;71411;349041;14.2945993106717;48.2756248809568
174;013;Acer;campestre; -;Feld-Ahorn;14;7;135;L;71410;349013;14.2945916132218;48.2753713489811
965;021;Tilia;platyphyllos; -;Sommer-Linde;8;6;124;L;77787;344439;14.3796453665985;48.2334956050124
174;014;Acer;campestre; -;Feld-Ahorn;17;8;160;L;71409;349010;14.2945750412956;48.2753429335419
965;022;Tilia;platyphyllos; -;Sommer-Linde;4;3;31;L;77892;344389;14.3810493873814;48.2330331856883
965;023;Acer;sp.; -;Ahorn;7;5;77;L;77910;344375;14.3812890799354;48.2329051001413
965;024;Acer;sp.; -;Ahorn;7;5;87;L;77926;344358;14.3815078002282;48.2327464986172
965;034;Acer;sp.; -;Ahorn;8;6;95;L;77849;344431;14.3804830187145;48.2334163737045
1407;029;Tilia;cordata; -;Winter-Linde;6;2;40;L;71452;348507;14.2950665179752;48.2708196075366
1407;028;Tilia;cordata; -;Winter-Linde;6;2;43;L;71453;348501;14.2950741031603;48.2707631318468
5187;024;Fraxinus;excelsior; -;Gemeine Esche;7;4;76;L;70755;345125;14.2851178444304;48.2404848308295
1008;012;Juglans;regia; -;Walnuss;7;4;71;L;69392;350099;14.2675770909957;48.2853578685474
1008;013;Juglans;regia; -;Walnuss;9;5;70;L;69387;350102;14.2675173866015;48.2853875412719
1494;008;Acer;platanoides; -;Spitz-Ahorn;10;5;103;L;70486;348491;14.2820503595252;48.2707825501917
5077;065;Acer;platanoides; -;Spitz-Ahorn;10;5;115;L;70126;347454;14.2770261279167;48.2614969665779
5077;068;Acer;platanoides; -;Spitz-Ahorn;10;7;123;L;70125;347407;14.2770072157946;48.2610732785223
7095;002FL;Fraxinus;sp.; -;Esche;16;0;0;L;71235;356866;14.2935540964376;48.3460019190912
7095;140;Fraxinus;excelsior; -;Gemeine Esche;18;9;125;L;71245;356705;14.2936545872837;48.3445543856396
426;999FL;Prunus;sp.; -;Kirsche;12;0;0;L;71610;346386;14.2968402758819;48.2517273304363
1043;250;Acer;platanoides; -;Spitz-Ahorn;8;2;20;L;74549;345260;14.3362101441940;48.2412650171121
1045;335;Acer;sp.; -;Ahorn;13;6;93;L;74615;345389;14.3371247512705;48.2424176332521
1045;334;Acer;sp.; -;Ahorn;10;5;94;L;74619;345398;14.3371792621875;48.2424969087231
1045;332;Acer;sp.; -;Ahorn;9;2;79;L;74627;345406;14.3372878856136;48.2425665709506
1045;333;Acer;sp.; -;Ahorn;13;6;108;L;74625;345408;14.3372527519162;48.2425903660558
3023;999FL;Alnus;sp.; -;Erle;17;0;0;L;70268;355361;14.2802519372339;48.3325797259163
3023;998FL;Alnus;sp.; -;Erle;17;0;0;L;70280;355377;14.2804204879351;48.3327189885404
6097;038;Populus;sp.; -;Pappel;17;3;102;L;69298;352748;14.2667528934360;48.3091941938955
6097;039;Prunus;spinosa; -;Schlehdorn;12;5;120;L;69292;352752;14.2666605601518;48.3092259309505
550;999FL;Acer;sp.; -;Ahorn;15;0;0;L;69510;353282;14.2696884211655;48.3139641447799
550;001;Tilia;cordata; -;Winter-Linde;12;6;69;L;69534;353281;14.2700158355356;48.3139527188617
532;182;Quercus;sp.; -;Eiche;20;5;106;L;69484;353031;14.2693062054688;48.3117105039986
532;184;Betula;sp.; -;Birke;20;4;99;L;69490;353029;14.2693745906175;48.3116931478165
532;186;Betula;sp.; -;Birke;20;4;86;L;69494;353029;14.2694289526902;48.3116931492497
1046;158;Robinia;pseudoacacia; -;Robinie;18;9;182;L;74568;354259;14.3380453690107;48.3221772350923
633;001;Pinus;wallichiana; -;Tränen-Kiefer;14;10;154;N;71481;355791;14.2966783267967;48.3363084417447
1189;014a;Ulmus;sp.; -;Ulme;10;10;139;L;76486;347585;14.3626954870870;48.2619367512286
199;007;Betula;pendula; -;Weiß-Birke;10;2;90;L;72837;349011;14.3138060628880;48.2751918328284
1189;030;Tilia;sp.;-;Linde;4;4;54;L;76479;347651;14.3626215962932;48.2625358446260
1189;031;Fraxinus;sp.; -;Esche;6;4;58;L;76473;347663;14.3625443052095;48.2626442185239
199;012;Carpinus;betulus; -;Hainbuche;10;3;91;L;72817;349033;14.3135388616495;48.2753951195520
1189;032;Fraxinus;sp.; -;Esche;5;4;56;L;76482;347666;14.3626649921440;48.2626698913674
1189;033a;Carpinus;betulus; -;Hainbuche;5;2;41;L;76491;347668;14.3627801093363;48.2626864123217
1189;034;Tilia;sp.;-;Linde;9;7;88;L;76495;347678;14.3628347783981;48.2627751253895
140;027;Liriodendron;tulipifera; -;Tulpenbaum;5;3;34;L;71831;349107;14.3002781897913;48.2761671474758
140;028;Liriodendron;tulipifera; -;Tulpenbaum;7;3;60;L;71816;349095;14.3000616192979;48.2760604492716
140;029;Liriodendron;tulipifera; -;Tulpenbaum;8;4;67;L;71809;349089;14.2999725995528;48.2760099128645
140;031;Liriodendron;tulipifera; -;Tulpenbaum;7;4;55;L;71797;349077;14.2998052739680;48.2759042885597
140;162;Liriodendron;tulipifera; -;Tulpenbaum;12;4;78;L;72046;349136;14.3031673066396;48.2764021337483
140;161;Liriodendron;tulipifera; -;Tulpenbaum;7;3;45;L;72040;349137;14.3030910318009;48.2764132555943
816;152;Prunus;sp.; -;Kirsche;6;2;35;L;76502;347440;14.3628843110355;48.2606390850641
140;157;Liriodendron;tulipifera; -;Tulpenbaum;12;6;82;L;72004;349141;14.3026041936510;48.2764581506377
205;051;Acer;platanoides; -;Spitz-Ahorn;5;2;23;L;70948;348259;14.2882406267240;48.2686415260049
205;052;Acer;platanoides; -;Spitz-Ahorn;4;2;21;L;70948;348247;14.2882350301817;48.2685321168949
965;010;Acer;sp.; -;Ahorn;7;6;70;L;76856;344950;14.3672074934426;48.2382034182552
201;045a;Tilia;cordata; -;Winter-Linde;12;6;145;L;70645;348004;14.2841132592793;48.2663852504618
201;042;Pinus;nigra; -;Schwarz-Kiefer;10;6;191;N;70652;347990;14.2842095900066;48.2662574264244
965;013;Acer;platanoides; -;Spitz-Ahorn;6;5;108;L;77049;344842;14.3697857281811;48.2372089875194
1277;006;Pinus;sp.; -;Kiefer / Föhre;14;8;135;N;71184;347027;14.2912080853503;48.2575389366487
1277;007;Aesculus;sp.; -;Kastanie;6;3;38;L;71179;347024;14.2911402554309;48.2575125202227
5183;110;Fraxinus;excelsior; -;Gemeine Esche;9;7;92;L;70857;345314;14.2865242755783;48.2421718792279
5183;108;Fraxinus;excelsior; -;Gemeine Esche;11;6;135;L;70845;345306;14.2863577385433;48.2421013093445
1045;337;Acer;sp.; -;Ahorn;15;6;101;L;74607;345370;14.3370117586927;48.2422435096517
1045;336;Acer;sp.; -;Ahorn;10;4;92;L;74611;345378;14.3370609049486;48.2423217124017
652;725;Fraxinus;excelsior; -;Gemeine Esche;19;8;136;L;71982;354478;14.3032206369504;48.3244506784282
652;727;Tilia;platyphyllos; -;Sommer-Linde;14;6;83;L;71993;354483;14.3033677321863;48.3244934612012
652;730;Fraxinus;excelsior; -;Gemeine Esche;19;10;196;L;72012;354492;14.3036215426641;48.3245662789229
652;928;Quercus;robur; -;Stiel-Eiche;17;9;157;L;73468;354397;14.3232392614366;48.3235488690908
1036;001;Liriodendron;tulipifera; -;Tulpenbaum;10;4;98;L;71799;349249;14.2998602322734;48.2774526177677
1307;018n;Salix;alba; -;Silber-Weide;12;7;75;L;74448;346793;14.3351180136522;48.2550613866040
1516;942;Salix;sp.; -;Weide;15;9;140;L;70207;352589;14.2789785428041;48.3076641257636
1516;944;Salix;sp.; -;Weide;6;6;91;L;70123;352535;14.2778298515416;48.3071803571047
1516;945;Salix;sp.; -;Weide;15;8;120;L;70120;352534;14.2777958630949;48.3071746867849
1516;967;Salix;alba; -;Silber-Weide;17;7;147;L;70091;352514;14.2773939808718;48.3069953539432
1516;969;Salix;alba; -;Silber-Weide;17;5;121;L;70087;352514;14.2773459574814;48.3070022904721
1516;971;Salix;alba;Tristis;Trauer-Weide;8;5;61;L;70086;352511;14.2773317864185;48.3069729797920
6332;006a;Acer;platanoides; -;Spitz-Ahorn;5;3;22;L;74456;354844;14.3366396237989;48.3274548448406
396;071;Pyrus;sp.; -;Birne;8;5;70;L;74544;354840;14.3378256007125;48.3274058493336
396;072;Pyrus;sp.; -;Birne;7;5;58;L;74535;354840;14.3377006493509;48.3274097928562
396;073;Pyrus;sp.; -;Birne;7;5;67;L;74523;354840;14.3375370453497;48.3274077910562
1326;999FL;Populus;sp.; -;Pappel;10;0;0;L;73234;348898;14.3191405493230;48.2741311216871
888;016;Acer;sp.; -;Ahorn;5;1;36;L;74776;346082;14.3394146855983;48.2486300365132
1044;027;Populus;alba;Nivea;Silber-Pappel;19;10;203;L;74343;354290;14.3350174759218;48.3224836115372
1343;025n;Prunus;padus; -;Trauben-Kirsche;9;4;50;L;73014;350092;14.3163804309900;48.2848952327216
1343;030n;Acer;campestre; -;Feld-Ahorn;12;8;110;L;73009;350105;14.3163084365050;48.2850088790477
6002;001FL;Picea;sp.; -;Fichte;25;0;0;N;69525;353383;14.2699041442718;48.3148789571722
1323;078;Betula;pendula; -;Weiß-Birke;14;4;100;L;73442;347857;14.3217564315924;48.2647455531293
1323;080;Juglans;regia; -;Walnuss;16;10;100;L;73422;347837;14.3214843947362;48.2645669699748
1096;460;Fraxinus;sp.; -;Esche;7;5;70;L;75646;346742;14.3512409722702;48.2544579298941
1096;459;Fraxinus;sp.; -;Esche;7;5;60;L;75653;346744;14.3513350437066;48.2544753892398
1189;041;Salix;sp.; -;Weide;10;9;153;L;76467;347705;14.3624647148944;48.2630235751403
199;016;Carpinus;betulus; -;Hainbuche;10;3;100;L;72791;349062;14.3131957752583;48.2756554976649
1189;043;Salix;sp.; -;Weide;12;12;150;L;76480;347704;14.3626374032865;48.2630110236900
1189;044;Salix;sp.; -;Weide;12;12;751;L;76485;347708;14.3627151014721;48.2630493893446
140;061a;Liriodendron;tulipifera; -;Tulpenbaum;8;3;56;L;71681;348771;14.2981944071824;48.2731692777373
140;056;Liriodendron;tulipifera; -;Tulpenbaum;15;6;141;L;71703;348827;14.2984950745648;48.2736674729006
1057;189;Betula;pendula; -;Weiß-Birke;11;4;45;L;71513;348727;14.2959187502265;48.2727925435925
1407;112;Liriodendron;tulipifera; -;Tulpenbaum;3;1;18;L;71490;348392;14.2955547507284;48.2697775309709
1407;111;Liriodendron;tulipifera; -;Tulpenbaum;2;1;13;L;71488;348392;14.2955274377605;48.2697784346300
1407;085;Fagus;sylvatica; -;Rotbuche;21;13;221;L;71436;348461;14.2948388107041;48.2704038542278
1407;089;Pyrus;sp.; -;Birne;6;3;31;L;71460;348466;14.2951606950433;48.2704494946272
1407;067;Populus;sp.; -;Pappel;12;2;80;L;71504;348455;14.2957632796773;48.2703417885578
1407;066;Acer;platanoides; -;Spitz-Ahorn;7;2;37;L;71508;348460;14.2958175230822;48.2703855677484
820;010;Tilia;cordata; -;Winter-Linde;10;10;222;L;71089;348767;14.2902168461053;48.2731969325187
825;007;Quercus;sp.; -;Eiche;5;2;28;L;76578;347312;14.3638885067242;48.2594714526009
965;057;Acer;sp.; -;Ahorn;8;6;106;L;76729;345095;14.3655182008023;48.2395247014437
965;058;Acer;sp.; -;Ahorn;8;6;122;L;76711;345113;14.3652808101886;48.2396842865762
7250;163x;Fraxinus;excelsior; -;Gemeine Esche;9;5;120;L;71714;353710;14.2994743988784;48.3175691859195
1277;027;Acer;pseudoplatanus; -;Berg-Ahorn;15;5;102;L;71043;346905;14.2892890566602;48.2564576811259
1277;030;Picea;omorika; -;Serbische Fichte;20;3;84;N;71026;346891;14.2890578083847;48.2563336920000
1277;031;Larix;decidua; -;Europäische Lärche;13;7;84;N;71017;346883;14.2889352849901;48.2562627611569
392;013;Gleditsia;triacanthos; -;Christusdorn;10;6;88;L;71363;346922;14.2935978177128;48.2565774181149
423;072;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;10;6;60;L;70615;345893;14.2833574506858;48.2474088584934
5182;068;Fraxinus;excelsior; -;Gemeine Esche;9;6;106;L;70695;344857;14.2842626785644;48.2380809809588
5182;067;Fraxinus;excelsior; -;Gemeine Esche;8;6;95;L;70688;344850;14.2841672926322;48.2380188144045
5182;054;Fraxinus;excelsior; -;Gemeine Esche;8;4;119;L;70561;344777;14.2824441269136;48.2373806763653
6306;039;Platanus;hispanica;  -;Ahornblättrige-Platane;17;8;163;L;72943;355075;14.3162805024043;48.3297058300102
1324;999FL;Populus;sp.; -;Pappel;10;0;0;L;73482;347749;14.3222700864681;48.2637670508225
1325;999FL;Populus;sp.; -;Pappel;10;0;0;L;73520;347782;14.3227922688400;48.2640656278809
140;174;Liriodendron;tulipifera; -;Tulpenbaum;14;6;123;L;72153;349128;14.3046130099940;48.2763216600430
1057;132;Liriodendron;tulipifera; -;Tulpenbaum;5;1;22;L;71446;348852;14.2950385623754;48.2739161157913
1407;027;Tilia;cordata; -;Winter-Linde;6;2;40;L;71453;348491;14.2950735228280;48.2706684368671
1407;120;Ginkgo;biloba; -;Ginkgo;8;3;36;L;71516;348395;14.2959130127091;48.2698065116573
1407;119;Ginkgo;biloba; -;Ginkgo;10;3;41;L;71516;348400;14.2959134972745;48.2698447658591
965;062;Acer;sp.; -;Ahorn;8;6;104;L;76636;345181;14.3642927178284;48.2403043875650
965;063;Acer;platanoides; -;Spitz-Ahorn;8;6;114;L;76620;345196;14.3640746893007;48.2404465576607
1008;022;Salix;sp.; -;Weide;17;7;220;L;69350;350135;14.2670247047787;48.2856863890829
1282;009;Acer;campestre; -;Feld-Ahorn;8;6;86;L;70059;346310;14.2759411533120;48.2512193086947
1282;017;Salix;alba; -;Silber-Weide;9;7;90;L;70069;346318;14.2760803460885;48.2512915752189
1282;015;Malus;sp.; -;Apfel;6;8;64;L;70062;346315;14.2759811640942;48.2512642130379
5077;064;Acer;platanoides; -;Spitz-Ahorn;10;7;133;L;70126;347469;14.2770375462715;48.2616336925690
5077;066;Acer;platanoides; -;Spitz-Ahorn;10;7;111;L;70125;347438;14.2770190269582;48.2613527694153
5077;073;Acer;platanoides; -;Spitz-Ahorn;10;7;116;L;70121;347327;14.2769455390051;48.2603581580004
5178;115;Fraxinus;excelsior; -;Gemeine Esche;11;6;95;L;71064;345339;14.2893097139289;48.2423779576409
7095;144;Fraxinus;excelsior; -;Gemeine Esche;14;5;61;L;71236;356761;14.2935493499964;48.3450619855327
7095;003FL;Fraxinus;sp.; -;Esche;8;0;0;L;71251;356692;14.2937335267547;48.3444335669420
7095;001FL;Acer;sp.; -;Ahorn;12;0;0;L;71191;356934;14.2929659442184;48.3466171383922
141;997FL;Quercus;sp.; -;Eiche;25;0;0;L;72139;349838;14.3045503209676;48.2827088709059
70;999FL;Acer;sp.; -;Ahorn;15;0;0;L;70270;352122;14.2797497772283;48.3034501923365
1452;247;Catalpa;bignonioides; -;Trompetenbaum;9;6;116;L;69407;350936;14.2679245439970;48.2928876299304
652;789;Fraxinus;excelsior; -;Gemeine Esche;19;10;177;L;72397;354630;14.3088344912937;48.3257703279893
877;005;Betula;pendula; -;Weiß-Birke;12;5;85;L;72474;349339;14.3089746581556;48.2781789377505
1322;040n;Juglans;regia; -;Walnuss;11;13;140;L;73503;347718;14.3225538825508;48.2634886494152
1322;069n;Betula;pendula; -;Weiß-Birke;12;4;60;L;73508;347717;14.3226210441590;48.2634790799487
1322;100n;Betula;pendula; -;Weiß-Birke;9;4;40;L;73523;347725;14.3228244326783;48.2635492810186
1097;379;Gleditsia;sp.; -;Gleditschie;6;4;52;L;76406;347084;14.3615334977413;48.2574486545906
1097;381;Gleditsia;sp.; -;Gleditschie;6;4;45;L;76420;347076;14.3617251857246;48.2573704109707
1097;382;Gleditsia;sp.; -;Gleditschie;7;6;62;L;76435;347067;14.3619155367439;48.2572937179537
1097;384;Gleditsia;sp.; -;Gleditschie;7;7;82;L;76453;347053;14.3621667935118;48.2571619213783
1097;385a;Gleditsia;sp.; -;Gleditschie;7;6;90;L;76464;347046;14.3623093286265;48.2570994315589
1097;386;Gleditsia;sp.; -;Gleditschie;5;4;41;L;76472;347041;14.3624122759963;48.2570507498701
1097;387;Gleditsia;sp.; -;Gleditschie;4;6;45;L;76478;347036;14.3624973316212;48.2570090948406
1097;388;Gleditsia;sp.; -;Gleditschie;6;6;63;L;76492;347026;14.3626872186156;48.2569108573909
1097;389;Gleditsia;sp.; -;Gleditschie;6;8;67;L;76499;347021;14.3627683465584;48.2568723404577
1097;402;Gleditsia;sp.; -;Gleditschie;6;8;54;L;76252;347063;14.3594556915655;48.2572792210620
1097;403;Gleditsia;sp.; -;Gleditschie;6;8;81;L;76247;347060;14.3593868107914;48.2572506548280
1097;408;Gleditsia;sp.; -;Gleditschie;6;6;66;L;76174;347000;14.3583903627904;48.2567180728446
1097;409;Gleditsia;sp.; -;Gleditschie;8;10;94;L;76157;346985;14.3581620820520;48.2565864590495
1097;410;Gleditsia;sp.; -;Gleditschie;6;6;60;L;76146;346975;14.3580141117258;48.2565004107615
938;006;Liriodendron;tulipifera; -;Tulpenbaum;6;5;69;L;76129;346795;14.3577584179858;48.2548772401500
938;007a;Robinia;pseudoacacia; -;Robinie;4;2;22;L;76121;346780;14.3576419492946;48.2547465687825
140;057a;Liriodendron;tulipifera; -;Tulpenbaum;12;5;84;L;71701;348819;14.2984668302377;48.2735982129752
140;050;Liriodendron;tulipifera; -;Tulpenbaum;12;8;206;L;71714;348885;14.2986626078525;48.2741866254521
205;022;Pinus;nigra; -;Schwarz-Kiefer;15;7;120;N;70880;348262;14.2873270446789;48.2686786523691
1407;044;Fraxinus;excelsior; -;Gemeine Esche;7;4;55;L;71440;348603;14.2949173453792;48.2716820599840
1407;041;Betula;pendula; -;Weiß-Birke;15;7;160;L;71440;348483;14.2949005043044;48.2705984251210
1407;069;Populus;sp.; -;Pappel;9;2;68;L;71499;348455;14.2956936571252;48.2703410418362
1407;068;Populus;sp.; -;Pappel;9;2;62;L;71502;348455;14.2957287956758;48.2703411911807
819;023;Tilia;cordata; -;Winter-Linde;18;9;200;L;71250;348807;14.2924020367000;48.2735367261695
1282;005;Acer;sp.; -;Ahorn;8;5;81;L;70065;346298;14.2760226544882;48.2511071856227
403;007a;Platanus;hispanica;  -;Ahornblättrige-Platane;10;6;103;L;71393;345919;14.2938362889349;48.2475525163040
5178;120;Fraxinus;excelsior; -;Gemeine Esche;12;6;95;L;71110;345334;14.2899301401435;48.2423278637366
7095;154;Fraxinus;excelsior; -;Gemeine Esche;15;6;92;L;71197;356908;14.2930486557694;48.3463877271035
7095;155;Fraxinus;excelsior; -;Gemeine Esche;9;5;64;L;71195;356911;14.2930152742616;48.3464159631763
790;021;Pseudotsuga;menziesii; -;Küsten-Douglasie;4;1;180;N;69229;351846;14.2656630185375;48.3010859665542
5183;079;Fraxinus;excelsior; -;Gemeine Esche;11;6;144;L;70739;344967;14.2848728855299;48.2390650547655
5183;078;Fraxinus;excelsior; -;Gemeine Esche;11;6;148;L;70737;344957;14.2848421958806;48.2389741781710
5183;077;Fraxinus;excelsior; -;Gemeine Esche;10;6;136;L;70735;344948;14.2848198493226;48.2388930611589
5183;076;Fraxinus;excelsior; -;Gemeine Esche;9;6;102;L;70734;344940;14.2847966114690;48.2388219357201
5183;075;Fraxinus;excelsior; -;Gemeine Esche;10;6;114;L;70732;344930;14.2847702933099;48.2387352251911
410;998FL;Fagus;sp.; -;Buche;10;0;0;L;70953;347896;14.2882448696547;48.2653754312747
1100;318;Fraxinus;excelsior; -;Gemeine Esche;18;18;400;L;69994;351441;14.2759136264544;48.2973640206659
1452;261;Pterocarya;fraxinifolia; -;Kaukasische Flügelnuss;6;7;76;L;69416;350996;14.2680525769655;48.2934210227630
1452;262;Pterocarya;fraxinifolia; -;Kaukasische Flügelnuss;11;11;174;L;69420;351001;14.2681056070763;48.2934664593748
1451;006;Juglans;sp.; -;Nuss;19;18;243;L;69408;351020;14.2679516288557;48.2936383045332
1451;007;Juglans;major;-;Große Walnuss;7;10;79;L;69397;351022;14.2677953586240;48.2936569882790
1451;008;Aesculus;hippocastanum;Baumannii;Gefülltblühende Rosskastanie;19;12;447;L;69386;351031;14.2676498507758;48.2937411909560
1451;013;Juglans;sp.; -;Nuss;17;13;119;L;69388;351016;14.2676691068075;48.2936040164611
1451;060;Malus;sargentii; -;Kleinfrüchiger Zier-Apfel / Sargents-Apfel;3;3;29;L;69291;350967;14.2663597697921;48.2931783041580
1451;062;Malus;floribunda; -;Zier-Apfel / Japanischer Blüten-Apfel  (weiß/rosa);5;4;31;L;69289;350963;14.2663312574544;48.2931413772283
1451;064;Prunus;serrulata;Shirotae;Fudschijama-Kirsche (weiß);9;10;97;L;69284;350954;14.2662593704733;48.2930635794491
1451;089;Malus;floribunda; -;Zier-Apfel / Japanischer Blüten-Apfel  (weiß/rosa);6;12;133;L;69328;350965;14.2668648455281;48.2931550580794
783;071;Abies;nordmanniana; -;Nordmannstanne;20;10;212;N;69313;351338;14.2667130104547;48.2965108197761
783;072;Abies;nordmanniana; -;Nordmannstanne;20;10;226;N;69315;351332;14.2667430369569;48.2964535698518
652;773;Fraxinus;excelsior; -;Gemeine Esche;19;10;194;L;72289;354605;14.3073839206080;48.3255505909843
652;1004;Quercus;robur; -;Stiel-Eiche;22;11;147;L;73839;353982;14.3281702721283;48.3197741734936
525;162;Tilia;cordata; -;Winter-Linde;6;5;175;L;70888;353187;14.2882577159685;48.3129638736226
1331;052;Fraxinus;excelsior; -;Gemeine Esche;8;5;65;L;73132;349866;14.3179276270350;48.2828457673660
1336;999FL;Betula;pendula; -;Weiß-Birke;10;0;0;L;73129;350069;14.3179206940103;48.2846751320431
572;020;Fagus;sylvatica; -;Rotbuche;12;8;142;L;71148;353792;14.2918632162631;48.3183730616297
676;001;Sorbus;aucuparia; -;Eberesche;7;5;55;L;72062;355092;14.3043991176862;48.3299568166535
6319;001;Juglans;regia; -;Walnuss;8;8;110;L;72546;354992;14.3109115823624;48.3290079638246
628;025;Pyrus;communis; -;Kulturbirne;7;5;100;L;71825;355643;14.3013038458729;48.3349390294050
628;028;Pseudotsuga;menziesii; -;Küsten-Douglasie;15;8;177;N;71814;355633;14.3011424346616;48.3348512742035
628;029;Pseudotsuga;menziesii; -;Küsten-Douglasie;15;8;166;N;71807;355637;14.3010523202597;48.3348845039851
628;030;Aesculus;carnea;Briotii;Scharlach- Kastanie;7;6;117;L;71793;355629;14.3008585654921;48.3348182777763
