Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
365;033;Abies;nordmanniana; -;Nordmannstanne;3;2;21;N;72830;351230;14.3140917122645;48.2951450534240
934;057a;Acer;sp.; -;Ahorn;4;1;16;L;76357;346764;14.3608164875562;48.2545713589785
934;065a;Robinia;sp.; -;Robinie;4;1;18;L;76332;346763;14.3604781672380;48.2545651406363
1515;024;Salix;caprea; -;Sal-Weide;1;1;100;L;70465;354587;14.2827887889854;48.3256013881549
826;009;Prunus;padus; -;Trauben-Kirsche;6;4;32;L;77819;345845;14.3803269990287;48.2461343358244
824;241;Acer;sp.; -;Ahorn;7;4;48;L;76201;347501;14.3588499348885;48.2612200702425
451;014;Gleditsia;triacanthos; -;Christusdorn;7;3;27;L;77159;346250;14.3715253001558;48.2498519946223
451;015;Gleditsia;triacanthos; -;Christusdorn;8;3;28;L;77167;346291;14.3716421422437;48.2502249398221
458;001;Juglans;regia; -;Walnuss;4;2;36;L;76836;345552;14.3670515645508;48.2436161209184
458;003;Prunus;sp.; -;Kirsche;7;6;80;L;76840;345563;14.3671092057368;48.2437210741545
5216;012;Fraxinus;excelsior; -;Gemeine Esche;9;4;45;L;72078;347793;14.3033722598710;48.2643247195654
5222;005;Carpinus;betulus; -;Hainbuche;7;7;76;L;71773;347516;14.2992218420457;48.2618698034542
294;021;Abies;concolor; -;Colorado-Tanne;11;5;80;N;71859;346674;14.3002392998851;48.2542851187102
294;031;Betula;pendula; -;Weiß-Birke;11;5;40;L;71872;346701;14.3004171957486;48.2545302634924
294;033;Betula;pendula; -;Weiß-Birke;10;4;42;L;71885;346705;14.3005991417342;48.2545644131377
294;046;Betula;pendula; -;Weiß-Birke;14;5;70;L;71943;346719;14.3013765778020;48.2546809932997
250;012;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;1;22;L;73044;355234;14.3176672878641;48.3311235339050
490;015a;Acer;platanoides; -;Spitz-Ahorn;6;4;35;L;69363;351541;14.2674247817210;48.2983295068847
1038;011;Cydonia;oblonga;Vranja;Birnequitte - Vranja;2;2;17;L;70947;356013;14.2895240175816;48.3383678593049
564;009;Acer;campestre; -;Feld-Ahorn;7;6;70;L;70295;354327;14.2804500967378;48.3232818110184
5148;001;Pinus;nigra; -;Schwarz-Kiefer;3;2;41;N;73160;347943;14.3179753519093;48.2655479212955
5148;002;Pinus;sylvestris; -;Gemeine Kiefer / Weißföhre;4;4;47;N;73159;347938;14.3179645867167;48.2655100297412
278;001;Corylus;colurna; -;Baumhasel;6;4;71;L;73123;346734;14.3172681097946;48.2546801054364
278;003;Acer;platanoides; -;Spitz-Ahorn;8;6;86;L;73154;346675;14.3176722105153;48.2541525084289
1286;001;Aesculus;hippocastanum; -;Gemeine Rosskastanie;7;6;73;L;73293;346797;14.3195634887871;48.2552277974112
1286;002;Aesculus;hippocastanum; -;Gemeine Rosskastanie;7;8;89;L;73298;346785;14.3196292983080;48.2551233086003
1286;004;Pinus;nigra; -;Schwarz-Kiefer;10;6;78;N;73294;346782;14.3195722730362;48.2550965085542
1286;006;Acer;campestre; -;Feld-Ahorn;7;8;65;L;73302;346773;14.3196793272728;48.2550119876393
1286;007;Pinus;nigra; -;Schwarz-Kiefer;9;8;98;N;73290;346776;14.3195242864436;48.2550423433637
1286;009;Fagus;sylvatica; -;Rotbuche;10;11;139;L;73289;346767;14.3195026959239;48.2549592131105
5224;095;Acer;sp.; -;Ahorn;10;3;42;L;72343;348033;14.3069911807116;48.2664529639197
1071;140;Betula;pendula; -;Weiß-Birke;8;3;30;L;70465;351470;14.2822625839939;48.2975702931098
37;016;Tilia;cordata; -;Winter-Linde;13;4;65;L;70403;351411;14.2814185170288;48.2970462140046
37;019;Tilia;cordata; -;Winter-Linde;7;2;35;L;70385;351392;14.2811727971364;48.2968773624915
37;028;Tilia;cordata; -;Winter-Linde;5;2;30;L;70256;351355;14.2794282793793;48.2965589364610
37;041;Tilia;cordata; -;Winter-Linde;21;7;195;L;70103;351290;14.2773557374963;48.2959913592281
37;058;Tilia;cordata; -;Winter-Linde;7;2;40;L;69958;351188;14.2753849423933;48.2950901647668
37;067;Tilia;cordata; -;Winter-Linde;8;3;41;L;69862;351085;14.2740743362054;48.2941745605853
5224;064;Carpinus;betulus; -;Hainbuche;13;6;62;L;72265;347962;14.3059200651364;48.2658237507579
294;113;Koelreuteria;paniculata; -;Blasenbaum;7;8;73;L;71923;346600;14.3010922099750;48.2536196207374
294;116;Prunus;serrulata; -;Japanische Blüten-Kirsche;8;10;160;L;71934;346604;14.3012313979024;48.2536518700367
5148;003;Pinus;nigra; -;Schwarz-Kiefer;3;3;44;N;73163;347931;14.3180169088127;48.2654462771610
264;008;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;4;51;L;72887;348357;14.3143658014824;48.2693066923715
264;006;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;7;4;65;L;72887;348385;14.3143705107231;48.2695534126581
264;002;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;6;5;57;L;72880;348407;14.3142777441234;48.2697569991210
285;022a;Acer;platanoides; -;Spitz-Ahorn;8;3;45;L;73315;347377;14.3199688662882;48.2604455643550
838;011;Ginkgo;biloba; -;Ginkgo;5;3;18;L;73998;346908;14.3290743059911;48.2561520405307
5224;096;Fagus;sylvatica; -;Rotbuche;15;8;83;L;72347;348036;14.3070391275439;48.2664818265399
252;011A;Acer;pseudoplatanus; -;Berg-Ahorn;5;3;20;L;73266;355818;14.3207587908380;48.3363535328401
31;081;Acer;pseudoplatanus;Leopoldii;Weiß Panagierter Berg-Ahorn;3;2;25;L;69828;351071;14.2736138749841;48.2940524102381
520;003;Picea;glauca; -;Weiß-Fichte;30;13;169;N;69579;353305;14.2706223504499;48.3141689824166
682;043;Betula;albosinensis; -;Chinesische Birke;2;1;5;L;71196;354443;14.2926133453202;48.3242216001522
720;014a;Carpinus;betulus; -;Hainbuche;5;2;15;L;71285;351201;14.2932626470350;48.2950565179854
1161;001b;Picea;omorika; -;Serbische Fichte;5;2;38;N;69774;350172;14.2727333332606;48.2859782722456
5224;148;Carpinus;betulus; -;Hainbuche;14;4;63;L;72537;348208;14.3096257199402;48.2680099449258
5224;152;Carpinus;betulus; -;Hainbuche;10;8;39;L;72554;348224;14.3098659387724;48.2681511977371
5224;191;Acer;sp.; -;Ahorn;11;4;44;L;72630;348314;14.3108990068578;48.2689517506013
5223;011;Quercus;robur; -;Stiel-Eiche;15;4;73;L;72620;348324;14.3107632884659;48.2690430659579
5223;077;Robinia;pseudoacacia; -;Robinie;8;5;26;L;72324;348032;14.3067255997217;48.2664458508708
5223;079;Robinia;pseudoacacia; -;Robinie;13;3;55;L;72319;348028;14.3066657724270;48.2664106638331
5223;091;Acer;sp.; -;Ahorn;6;4;26;L;72280;347992;14.3061276253106;48.2660916684865
1071;142;Pinus;heldreichii [=P. leucodermis]; -;Schlangenhaut-Kiefer;3;3;25;N;70456;351457;14.2821442759896;48.2974575951142
333;166;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;2;32;L;72963;351588;14.3159406801085;48.2983481584095
565;024a;Catalpa;bignonioides; -;Trompetenbaum;7;4;41;L;70543;353582;14.2836664651036;48.3165519487480
764;009;Tilia;platyphyllos; -;Sommer-Linde;4;3;42;L;70421;350677;14.2815392225693;48.2904441996342
764;010;Tilia;platyphyllos; -;Sommer-Linde;4;3;42;L;70431;350678;14.2816741303750;48.2904520836748
764;014;Tilia;cordata; -;Winter-Linde;4;2;42;L;70489;350683;14.2824564634976;48.2904906144986
764;017;Tilia;cordata; -;Winter-Linde;4;3;24;L;70508;350681;14.2827121406549;48.2904705237561
764;018;Tilia;cordata; -;Winter-Linde;4;3;45;L;70513;350681;14.2827795115621;48.2904699691798
764;019;Tilia;cordata; -;Winter-Linde;6;4;120;L;70519;350680;14.2828601904229;48.2904603117810
764;020;Tilia;cordata; -;Winter-Linde;6;5;125;L;70525;350679;14.2829377218846;48.2904530251286
764;022;Tilia;cordata; -;Winter-Linde;6;5;125;L;70537;350676;14.2831020605503;48.2904223473916
764;040;Tilia;cordata; -;Winter-Linde;6;5;125;L;70650;350647;14.2846198114807;48.2901490355090
764;041;Tilia;cordata; -;Winter-Linde;6;5;120;L;70661;350644;14.2847675267873;48.2901208373846
764;042;Tilia;cordata; -;Winter-Linde;6;5;140;L;70667;350642;14.2848480381314;48.2901021867461
764;044;Tilia;cordata; -;Winter-Linde;6;5;125;L;70679;350639;14.2850096747193;48.2900747431504
764;046;Tilia;cordata; -;Winter-Linde;6;5;125;L;70690;350637;14.2851595530929;48.2900565073071
564;001b;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;4;2;22;L;70279;354352;14.2802395357972;48.3235056349822
578;012a;Sorbus;intermedia; -;Schwedische Mehlbeere;3;1;10;L;70327;353396;14.2807237916814;48.3149047576880
519;020a;Tilia;cordata; -;Winter-Linde;5;2;28;L;70795;354263;14.2871807049681;48.3226511323382
525;168a;Carpinus;betulus; -;Hainbuche;5;1;16;L;70955;353236;14.2891608640166;48.3133977326983
563;044a;Salix;alba;Liempde;Kegel-Silberweide;6;2;32;L;70837;352997;14.2875375444921;48.3112627823443
563;037a;Salix;alba; -;Silber-Weide;6;2;18;L;70877;353044;14.2880798114417;48.3116788445186
563;020a;Salix;alba; -;Silber-Weide;6;1;19;L;70976;353190;14.2894390216158;48.3129798517916
563;111b;Salix;alba;Liempde;Kegel-Silberweide;0;0;0;L;70985;353188;14.2895530066067;48.3129568827227
547;003a;Zelkova;serrata; -;Japanische Zelkove;7;4;35;L;69960;352487;14.2756325242417;48.3067677962908
1038;008;Sorbus;aucuparia;Edulis;Mährische Eberesche;6;1;17;L;70906;356075;14.2889776103530;48.3389280374918
1038;001;Mespilus;germanica; -;Mispel;2;1;8;L;70936;356020;14.2893795161567;48.3384321823586
1038;002;Cornus;mas;Kasanlak;"Kornelkirsche ""Kasanlak""";4;2;14;L;70932;356025;14.2893215122598;48.3384769309203
1038;003;Malus;sp.; -;Apfel;6;4;80;L;70931;356031;14.2893038054678;48.3385335026627
1038;010;Cydonia;oblonga;Champion;Birnenquitte - Champion;2;1;13;L;70949;356008;14.2895458211110;48.3383239727894
1038;012;Cydonia;oblonga;Konstantinopler;Apfelquitte - Konstantinopler;2;2;10;L;70943;356018;14.2894681340426;48.3384080047948
5;008;Celtis;occidentalis; -;Amerikanischer Zürgelbaum;7;6;57;L;73401;355321;14.3224964266522;48.3318646267078
5224;169;Fagus;sylvatica; -;Rotbuche;11;5;56;L;72605;348275;14.3105556943380;48.2686011298076
5224;170;Acer;sp.; -;Ahorn;12;3;60;L;72606;348277;14.3105744959546;48.2686188117265
523;003;Tilia;sp.;-;Linde;13;5;55;L;70663;353564;14.2852857053118;48.3163799208868
758;009;Betula;pendula; -;Weiß-Birke;14;11;145;L;70869;350637;14.2875697825796;48.2900384637839
764;003;Tilia;platyphyllos; -;Sommer-Linde;4;3;40;L;70381;350674;14.2809997576372;48.2904216537463
764;005;Tilia;platyphyllos; -;Sommer-Linde;4;3;40;L;70391;350675;14.2811346653097;48.2904295384207
764;006;Tilia;platyphyllos; -;Sommer-Linde;4;3;40;L;70404;350676;14.2813099955567;48.2904370907027
764;008;Tilia;platyphyllos; -;Sommer-Linde;5;3;40;L;70414;350677;14.2814449033123;48.2904449750126
629;131a;Taxodium;distichum; -;Echte Sumpfzypresse;3;2;30;N;70764;355021;14.2868834195305;48.3294622431158
525;167a;Carpinus;betulus; -;Hainbuche;5;1;16;L;70957;353231;14.2891885053496;48.3133496172425
1038;017;Prunus;domestica;Schöne von Löwen;Fruchtpflaume - Schöne von Löwen;3;1;11;L;70922;356053;14.2891957813612;48.3387258688116
1038;018;Prunus;domestica;The Czar;Fruchtpflaume - The Czar;2;1;9;L;70920;356060;14.2891661517233;48.3387920324853
1038;019;Prunus;domestica;Ontario Pflaume;Fruchtpflaume - Ontario Pflaume;3;2;16;L;70918;356067;14.2891332698520;48.3388582312941
246;025a;Acer;platanoides; -;Spitz-Ahorn;5;3;19;L;72190;346665;14.3046908109473;48.2541707782400
260;028a;Prunus;serrulata;Kanzan;"Nelken-Kirsche ""Kanzan"" (rosa gefüllt)";4;1;15;L;72039;345593;14.3024757061954;48.2445452095186
241;008a;Prunus;cerasifera; -;Kirsch-Pflaume;5;2;22;L;72906;346978;14.3143855885997;48.2569060395301
1378;008a;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;2;15;L;72785;346679;14.3127017061709;48.2542296812666
779;010a;Calocedrus;decurrens; -;Kalifornische Weihrauchzeder;3;2;23;N;73063;346892;14.3164827656461;48.2561150284337
460;010a;Prunus;domestica;MIRABELLE unbestimmt;Mirabelle;2;1;6;L;74225;345395;14.3318741967962;48.2425197432841
431;010a;Robinia;pseudoacacia; -;Robinie;8;5;63;L;74436;344923;14.3346293570760;48.2382476423010
460;010b;Malus;domestica;Cox Orangenrenrtte;Kulurapfel - Cox Orangenrenette;2;1;7;L;74226;345389;14.3318872711215;48.2424630285671
242;011a;Sophora;japonica; -;Japanischer Schnurbaum;5;4;29;L;73115;346654;14.3171488794624;48.2539619967868
241;013a;Carpinus;betulus; -;Hainbuche;6;2;13;L;72858;347001;14.3137409619347;48.2571201139713
300;013a;Corylus;colurna; -;Baumhasel;10;7;80;L;74007;345420;14.3289358789068;48.2427644533353
460;015a;Cercidiphyllum;japonicum; -;Kuchenbaum;3;2;10;L;74241;345367;14.3320859046155;48.2422610214798
431;018a;Salix;alba; -;Silber-Weide;7;5;92;L;74476;344923;14.3351620428789;48.2382420558687
265;018a;Platanus;hispanica;  -;Ahornblättrige-Platane;7;3;38;L;71974;346111;14.3016928193624;48.2492164513929
292;020a;Prunus;avium;Burlat;Fruchtkirsche - Burlat;2;1;15;L;72232;346298;14.3051919515063;48.2508666960093
242;025a;Quercus;robur;Fastigiata;Säulen-Eiche;5;1;14;L;73027;346649;14.3159536347819;48.2539290963350
242;025b;Quercus;robur;Fastigiata;Säulen-Eiche;5;1;14;L;73031;346650;14.3160085617605;48.2539355715523
301;026a;Prunus;domestica;ZWETSCHKE unbestimmt;Zwetschke;5;4;30;L;73793;344674;14.3259362557092;48.2360848749155
839;002a;Prunus;serrulata; -;Japanische Blüten-Kirsche;4;2;21;L;73701;346982;14.3250864386081;48.2568446782736
5224;033;Carpinus;betulus; -;Hainbuche;15;5;60;L;72212;347913;14.3052026353485;48.2653895928984
5224;034;Carpinus;betulus; -;Hainbuche;15;6;63;L;72213;347915;14.3052175039036;48.2654109042227
1183;002;Acer;sp.; -;Ahorn;7;3;45;L;69930;350435;14.2748835037613;48.2883223650258
1203;009;Tilia;cordata; -;Winter-Linde;6;2;45;L;70344;351282;14.2805966847140;48.2958938484736
816;176;Prunus;sp.; -;Kirsche;6;3;29;L;76442;347483;14.3620892150584;48.2610272985363
522;007;Cercis;siliquastrum; -;Gemeiner Judasbaum;17;9;80;L;70388;352894;14.2814600448597;48.3103830899624
521;003;Acer;campestre; -;Feld-Ahorn;1;1;15;L;69856;353439;14.2743853517995;48.3153392591703
521;007;Sorbus;torminalis; -;Elsbeere;4;2;5;L;69865;353445;14.2744977170787;48.3153960276039
521;008;Sorbus;torminalis; -;Elsbeere;4;3;5;L;69864;353441;14.2744943413308;48.3153578434869
682;026a;Acer;rubrum; -;Amerikanischer Rot-Ahorn;4;1;16;L;71202;354478;14.2926987001277;48.3245371160242
587;015a;Acer;freemanii;Autumn Blaze;Herbst-Flammen-Ahorn;5;1;20;L;70516;354714;14.2834886011112;48.3267325780840
657;010a;Quercus;frainetto; -;Ungarische Eiche;5;1;17;L;71460;354394;14.2961600080519;48.3237485288140
185;001;Prunus;sp.; -;Kirsche;4;1;26;L;70013;351145;14.2761135472804;48.2946943066921
547;007;Picea;abies; -;Gemeine Fichte;10;6;78;N;69971;352490;14.2757713170481;48.3067964593599
544;011;Fagus;sylvatica; -;Rotbuche;14;4;42;L;69565;353549;14.2704720541833;48.3163670599295
530;014a;Malus;Zierform; -;Zier-Apfel;8;8;118;L;70355;353037;14.2810368675591;48.3116745177477
1047;013;Betula;pendula; -;Weiß-Birke;14;6;110;L;70322;354330;14.2808146603315;48.3233004142353
1100;040a;Alnus;viridis;-;Grün-Erle;4;2;12;L;70129;351407;14.2777243795022;48.2970431139269
1038;014;Prunus;avium; -;Vogel-Kirsche;9;10;100;L;70936;356029;14.2893798640410;48.3385113168724
1038;016;Prunus;domestica;Löhrspflaume;Fruchtpflaume - Löhrspflaume;3;2;22;L;70928;356044;14.2892706499870;48.3386511427369
548;059b;Acer;platanoides; -;Spitz-Ahorn;5;2;14;L;70627;353711;14.2848203798630;48.3177025567280
764;011;Tilia;platyphyllos; -;Sommer-Linde;4;3;38;L;70435;350679;14.2817281931241;48.2904606323614
764;012;Tilia;platyphyllos; -;Sommer-Linde;4;3;42;L;70440;350679;14.2817955640374;48.2904600783615
764;013;Tilia;platyphyllos; -;Sommer-Linde;4;3;43;L;70445;350680;14.2818641574164;48.2904685705474
764;047;Tilia;cordata; -;Winter-Linde;6;5;135;L;70696;350635;14.2852376198306;48.2900360194688
5029;001;Gymnocladus;dioicus; -;Geweihbaum;8;4;40;L;70473;350011;14.2821243359220;48.2844504538097
5034;001;Acer;pseudoplatanus; -;Berg-Ahorn;7;4;83;L;69651;350429;14.2711278179076;48.2882978053640
5224;164;Acer;sp.; -;Ahorn;11;4;49;L;72597;348264;14.3104400929945;48.2685005965266
5224;166;Fraxinus;excelsior; -;Gemeine Esche;11;3;40;L;72601;348269;14.3104958258705;48.2685475518280
285;030a;Corylus;colurna; -;Baumhasel;6;4;38;L;73346;347286;14.3203590106071;48.2596266035260
285;031a;Corylus;colurna; -;Baumhasel;5;2;31;L;73347;347279;14.3203806976660;48.2595556952046
300;032;Prunus;avium;Burlat;Fruchtkirsche - Burlat;3;1;5;L;74070;345328;14.3297740577123;48.2419368335251
301;033;Betula;pendula; -;Weiß-Birke;12;5;132;L;73803;344654;14.3260605825648;48.2358990571923
300;035;Betula;pendula; -;Weiß-Birke;7;5;69;L;74084;345349;14.3299586117680;48.2421230578998
285;037a;Corylus;colurna; -;Baumhasel;5;4;35;L;73369;347216;14.3206609787283;48.2589902494024
301;038;Betula;pendula; -;Weiß-Birke;12;6;110;L;73803;344649;14.3260638068123;48.2358568221705
294;038a;Crataegus;lavallei;Carrierei;Apfel-Dorn;5;3;25;L;71898;346685;14.3007712112113;48.2543867480143
301;038b;Betula;pendula; -;Weiß-Birke;10;5;70;L;73811;344641;14.3261708715916;48.2357867168008
219;091b;Catalpa;bignonioides; -;Trompetenbaum;7;4;45;L;72561;346215;14.3096084817555;48.2500821323316
1038;035;Malus;domestica;Hausmütterchen;Kulturapfel - Hausmütterchen;4;2;21;L;70926;356098;14.2892468626580;48.3391320542469
1219;001a;Magnolia;kobus; -;Baum-Magnolie (weiß);4;2;20;L;71240;351767;14.2927511845535;48.3001581095717
1038;043;Prunus;domestica;Italienische Zwetschke;Fruchtzwetschke - Italienische Zwetschke;3;2;19;L;70947;356030;14.2895222003376;48.3385166103330
1038;047;Pyrus;communis;Williams Christbirne;Kulturbirne - Williams Christbirne;2;1;8;L;70969;356017;14.2898112022976;48.3383992285538
1038;058;Pyrus;communis;Clapps Liebling;Kulturbirne - Clapps Liebling;3;2;13;L;70933;356104;14.2893433926195;48.3391858783292
856;002;Quercus;robur;Fastigiata Koster;Schlanke Säulen-Eiche;7;3;58;L;73817;345857;14.3264568951922;48.2467203456242
1038;075;Malus;magdeburgensis; -;Zier-Apfel / Magdeburger Apfel;5;3;30;L;70953;356245;14.2896353740314;48.3404549046087
5023;001;Sophora;japonica; -;Japanischer Schnurbaum;8;5;128;L;70445;351801;14.2820505282233;48.3005462980612
5224;038;Carpinus;betulus; -;Hainbuche;15;7;77;L;72217;347920;14.3052648953228;48.2654512103727
1038;033;Prunus;avium;Dönissens Gelbe Knorpelkirsche;Fruchkirsche - Dönissens Gelbe Knorpelkirsche;3;2;18;L;70925;356113;14.2892403741828;48.3392682652568
212;112a;Malus;Zierform; -;Zier-Apfel;1;1;12;L;71086;352808;14.2908634661064;48.3095291451218
212;231a;Prunus;serrulata;Shirotae;Fudschijama-Kirsche (weiß);3;2;20;L;71178;352836;14.2921068284484;48.3097759505266
184;048a;Aesculus;carnea;Plantierensis;Hellrote Rosskastanie;5;2;24;L;71014;352709;14.2898702013919;48.3086487726012
214;405a;Malus;toringo ;sargentii [Veredelung];Zier-Apfel / Japanischer Berg-Apfel;2;1;11;L;71319;353140;14.2940588769669;48.3124896406448
787;001a;Carpinus;betulus; -;Hainbuche;5;2;22;L;71559;352845;14.2972346956670;48.3098125259189
50;017;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;11;4;54;L;71475;351563;14.2958956484760;48.2982961461146
1038;038a;Prunus;cerasus;Koröser Weichsel;Fruchtweichsel - Koröser Weichsel;2;1;10;L;70928;356070;14.2892783740589;48.3388788296018
1038;059a;Malus;domestica;Königlicher Kurzstiel;Kulturapfel - Königlicher Kurzstiel;3;1;7;L;70933;356112;14.2893466468293;48.3392597122966
231;004;Tilia;cordata; -;Winter-Linde;8;6;88;L;73838;345819;14.3267355503432;48.2463714746625
1038;064;Malus;domestica;Deans Küchenapfel;Kulturapfel - Deans Küchenapfel ;2;3;16;L;70937;356149;14.2894134293799;48.3395923691068
1038;074;Malus;magdeburgensis; -;Zier-Apfel / Magdeburger Apfel;4;3;19;L;70954;356239;14.2896583586589;48.3403955747419
1161;016;Magnolia;kobus; -;Baum-Magnolie (weiß);5;1;25;L;69705;350032;14.2717832751056;48.2847210353656
548;020;Quercus;robur; -;Stiel-Eiche;12;7;107;L;70815;353567;14.2873351950997;48.3163834244619
548;021;Acer;platanoides; -;Spitz-Ahorn;5;1;20;L;70826;353560;14.2874778570649;48.3163192921580
128;003a;Prunus;sargentii; -;Scharlach-Kirsche;4;2;24;L;72608;352951;14.3113920766968;48.3106422378325
703;081;Liriodendron;tulipifera; -;Tulpenbaum;9;6;49;L;70777;351821;14.2865269381821;48.3006913265272
703;082;Prunus;sp.; -;Kirsche;8;7;77;L;70781;351827;14.2865818472384;48.3007448319868
703;084;Malus;sp.; -;Apfel;7;6;49;L;70785;351820;14.2866337063989;48.3006823245643
703;088;Liriodendron;tulipifera; -;Tulpenbaum;9;6;53;L;70799;351815;14.2868224271180;48.3006349249045
703;093;Prunus;avium; -;Vogel-Kirsche;10;8;80;L;70820;351817;14.2871027236083;48.3006536384020
1001;007;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;12;9;75;L;70979;351179;14.2891399758967;48.2948932293880
553;001;Sophora;japonica; -;Japanischer Schnurbaum;7;2;40;L;70632;352920;14.2847612410291;48.3105878672761
553;002;Aesculus;sp.; -;Kastanie;7;4;90;L;70631;352927;14.2847490276582;48.3106562823284
568;006;Corylus;colurna; -;Baumhasel;10;5;64;L;69809;352754;14.2736402789769;48.3091868647303
717;072;Parrotia;persica; -;Eisenholzbaum;5;8;25;L;70585;350639;14.2837426644562;48.2900843210763
5224;156;Acer;sp.; -;Ahorn;10;2;28;L;72571;348240;14.3100944367238;48.2682883210106
1038;068;Morus;alba; -;Weißer Maulbeerbaum;8;6;52;L;70953;356223;14.2896303090547;48.3402551019560
703;090;Prunus;avium; -;Vogel-Kirsche;10;8;88;L;70809;351816;14.2869632537123;48.3006422994976
703;089;Liriodendron;tulipifera; -;Tulpenbaum;7;3;30;L;70805;351815;14.2869014898483;48.3006385430558
703;098;Acer;platanoides; -;Spitz-Ahorn;9;5;59;L;70828;351819;14.2872073262864;48.3006639727259
548;064;Quercus;sp.; -;Eiche;18;12;151;L;70581;353743;14.2842112733827;48.3179969843337
724;006;Zelkova;serrata; -;Japanische Zelkove;7;5;58;L;71027;351615;14.2898616422426;48.2988111178572
724;007;Zelkova;serrata; -;Japanische Zelkove;6;5;52;L;71019;351614;14.2897536639683;48.2988030200894
577;002;Sorbus;sp.; -;Mehl-/Vogelbeere;4;2;60;L;70811;354061;14.2873620686690;48.3208256853299
577;007;Sorbus;sp.; -;Mehl-/Vogelbeere;6;4;81;L;70790;354038;14.2870769062263;48.3206224685715
6305;049;Sorbus;latifolia; -;Breitblättrige Mehlbeere;6;3;51;L;72849;355088;14.3150126314420;48.3298331549606
319;088;Sequoiadendron;giganteum; -;Riesenmammutbaum;4;2;26;N;71582;352344;14.2974621457639;48.3053014421169
1038;031;Prunus;avium;Kordia;Fruchtkirsche - Kordia;3;2;1;L;70926;356128;14.2892517001964;48.3394028414943
548;034;Quercus;robur; -;Stiel-Eiche;5;3;45;L;70853;353563;14.2878370499811;48.3163462742301
719;005;Crataegus;lavallei; -;Lederblättrige Weißdorn;5;2;30;L;71253;351716;14.2929242671533;48.2996939923351
719;006;Crataegus;lavallei; -;Lederblättrige Weißdorn;5;3;33;L;71297;351734;14.2935202628221;48.2998509099891
1053;003;Juglans;regia; -;Walnuss;10;8;127;L;72279;353684;14.3070864969788;48.3172724702832
771;007a;Acer;palmatum; -;Japanischer Fächer-Ahorn;3;4;35;L;70951;351024;14.2887399281848;48.2935096762647
771;017;Acer;palmatum; -;Japanischer Fächer-Ahorn;4;5;92;L;70928;351040;14.2884327665447;48.2936483202268
1287;002;Sambucus;nigra;-;Schwarzer Holler;9;5;45;L;70439;352724;14.2821220167426;48.3088457993817
771;020;Acer;palmatum; -;Japanischer Fächer-Ahorn;3;4;77;L;70939;351058;14.2885767581180;48.2938118325596
683;079a;Abies;nordmanniana; -;Nordmannstanne;2;1;15;N;72114;355459;14.3051694684299;48.3332517927974
655;012a;Quercus;cerris; -;Zerr-Eiche;4;1;13;L;72311;355427;14.3078200272830;48.3329446781104
115;007;Quercus;robur;Fastigiata;Säulen-Eiche;11;3;68;L;72486;353179;14.3097915742400;48.3127103222040
115;010;Tilia;cordata; -;Winter-Linde;10;4;60;L;72505;353166;14.3100430787307;48.3125916641760
6332;005a;Acer;platanoides; -;Spitz-Ahorn;7;2;33;L;74473;354844;14.3368647642002;48.3274507580493
631;012;Malus;Hybr.;Wintergold (M.sieboldii);"Zier-Apfel ""Wintergold"" (weiß)";4;1;21;L;72257;355328;14.3070729210672;48.3320577806275
631;013;Malus;Hybr.;Golden Hornet (M.zumi);"Zier-Apfel ""Golden Hornet"" (weiß)";4;1;21;L;72268;355310;14.3072164998147;48.3318997751265
7098;002;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;4;1;25;L;72292;355289;14.3075413478823;48.3317077282777
686;004;Liquidambar;styraciflua; -;Amerikanischer Amberbaum;5;1;22;L;72151;355614;14.3056839756379;48.3346456355408
643;013a;Picea;omorika; -;Serbische Fichte;2;1;18;N;72858;355375;14.3151833957549;48.3324127415779
1203;032;Tilia;cordata; -;Winter-Linde;4;1;45;L;70270;351077;14.2795708814998;48.2940576528389
1203;035;Tilia;cordata; -;Winter-Linde;10;3;55;L;70317;351060;14.2802013946348;48.2938995937130
5224;072;Fagus;sylvatica; -;Rotbuche;13;4;55;L;72280;347976;14.3061326945381;48.2659526459786
5224;073;Fagus;sylvatica; -;Rotbuche;12;5;75;L;72282;347978;14.3061600656625;48.2659675496852
5224;074;Acer;campestre; -;Feld-Ahorn;10;3;42;L;72285;347980;14.3061898526383;48.2659831813471
5224;075;Fagus;sylvatica; -;Rotbuche;9;6;57;L;72287;347982;14.3062232010610;48.2660033907955
5224;080;Carpinus;betulus; -;Hainbuche;11;7;53;L;72299;347993;14.3063893096557;48.2660991905609
5224;081;Carpinus;betulus; -;Hainbuche;13;6;67;L;72302;347996;14.3064332714200;48.2661246665747
5224;082;Carpinus;betulus; -;Hainbuche;13;6;75;L;72305;347999;14.3064661480673;48.2661481838260
